# Date	dTime (d)	Depth GWT (cm)	Precipitation (mm)	NetRadiation (W/m2)	Air Temperature (Celsius - 175 cm)	Relative Humidity (-)	Wind Speed (m/s)
12/10/2014 22:00	0.041666667	-160.103	0	-4.2	14.3	100	0.87
12/10/2014 23:00	0.083333333	-159.434	0	-3.3	14.44	100	0.37
13/10/2014 00:00	0.125	-158.497	0	-36.6	13.3	100	0.55
13/10/2014 01:00	0.166666667	-158.071	0	-28.9	12.93	100	0.7
13/10/2014 02:00	0.208333333	-157.902	0	-6.5	13.28	100	0.53
13/10/2014 03:00	0.25	-157.58	0	-34.3	12.72	100	0.72
13/10/2014 04:00	0.291666667	-157.248	0	-32.8	14.02	100	0.93
13/10/2014 05:00	0.333333333	-157.49	0	-20.1	14.17	100	1.32
13/10/2014 06:00	0.375	-157.364	0	-40.4	14.31	100	1.65
13/10/2014 07:00	0.416666667	-157.564	0	-7.6	14.89	98.57	1.97
13/10/2014 08:00	0.458333333	-157.628	0	0.4	15.9	91.31	1.8
13/10/2014 09:00	0.5	-158.488	0	18.9	16.41	88.27	2.01
13/10/2014 10:00	0.541666667	-158.074	0	12.1	16.72	86.46	2.52
13/10/2014 11:00	0.583333333	-158.562	0	67.1	17.04	85.47	2.15
13/10/2014 12:00	0.625	-158.243	0	176	18.53	76.44	2.91
13/10/2014 13:00	0.666666667	-158.464	0	140.8	17.87	76.14	2.51
13/10/2014 14:00	0.708333333	-158.789	0	63.8	17.74	73.8	2.94
13/10/2014 15:00	0.75	-159.056	0	94.4	19.51	68.34	2.32
13/10/2014 16:00	0.791666667	-158.986	0	3.3	16.97	78.92	1.61
13/10/2014 17:00	0.833333333	-159.084	0	-49.1	15.93	78.16	2.66
13/10/2014 18:00	0.875	-159.256	0	-44.7	13.32	87.09	1.38
13/10/2014 19:00	0.916666667	-159.274	0	-48.6	14.23	80.6	2.2
13/10/2014 20:00	0.958333333	-159.394	0	-52.4	13.22	84.22	1.94
13/10/2014 21:00	1	-159.225	0	-42.6	12.29	88.83	1.15
13/10/2014 22:00	1.041666667	-159.179	0	-50.3	11.37	92.94	1.16
13/10/2014 23:00	1.083333333	-159.342	0	-50.3	11.37	93.09	1.21
14/10/2014 00:00	1.125	-159.563	0	-50.6	10.99	94.72	1.18
14/10/2014 01:00	1.166666667	-159.464	0	-42.1	11.09	93.64	1.2
14/10/2014 02:00	1.208333333	-159.919	0	-26	11.7	90.96	1.55
14/10/2014 03:00	1.25	-160.1	0	-9.5	12.41	87.46	1.89
14/10/2014 04:00	1.291666667	-160.275	0	-18.3	12.33	87.86	2.36
14/10/2014 05:00	1.333333333	-160.284	0	-21.3	11.65	90.52	2.13
14/10/2014 06:00	1.375	-159.879	0	-5.6	11.91	90.37	1.71
14/10/2014 07:00	1.416666667	-160.124	0	-6.3	12.2	91	1.82
14/10/2014 08:00	1.458333333	-160.37	0	45.1	12.72	89.35	2
14/10/2014 09:00	1.5	-160.769	0	81.5	13.38	87.19	2.37
14/10/2014 10:00	1.541666667	-161.003	0	79.4	14.03	86.83	2.49
14/10/2014 11:00	1.583333333	-161.475	0	127.5	15.14	83.41	2.97
14/10/2014 12:00	1.625	-161.491	0	139.9	15.88	82.06	2.33
14/10/2014 13:00	1.666666667	-161.5	0	128.5	16.4	81	2.29
14/10/2014 14:00	1.708333333	-161.841	0	100.8	16.83	78.87	2.3
14/10/2014 15:00	1.75	-161.463	0	31.9	16.01	82.86	1.98
14/10/2014 16:00	1.791666667	-161.451	0	-28.5	15.44	87.17	1.23
14/10/2014 17:00	1.833333333	-161.313	0	-15.4	14.77	90.19	1.81
14/10/2014 18:00	1.875	-161.15	0	-15.7	14.32	91.7	1.34
14/10/2014 19:00	1.916666667	-161.187	0	-23.9	14	93.56	1.67
14/10/2014 20:00	1.958333333	-161.162	0	-34.3	13.62	95.78	1.12
14/10/2014 21:00	2	-161.187	0	-15.9	13.61	94.54	1.12
14/10/2014 22:00	2.041666667	-161.079	0	-13.9	13.19	96.65	1.02
14/10/2014 23:00	2.083333333	-161.773	0	-22.7	13.09	96.73	1.01
15/10/2014 00:00	2.125	-161.58	0	-44	11.11	100	0.48
15/10/2014 01:00	2.166666667	-161.568	0	-12.6	11.3	100	0.91
15/10/2014 02:00	2.208333333	-161.549	0	-26.6	11.56	100	0.97
15/10/2014 03:00	2.25	-161.964	0	-9.7	12.05	100	0.46
15/10/2014 04:00	2.291666667	-161.617	0	-9.3	12.03	100	0.86
15/10/2014 05:00	2.333333333	-161.746	0	-15.1	11.88	100	0.53
15/10/2014 06:00	2.375	-161.356	0	-48.3	10.49	100	0.96
15/10/2014 07:00	2.416666667	-161.914	0	1.2	11.15	100	1.3
15/10/2014 08:00	2.458333333	-162.795	0	108	13.59	91.85	1.47
15/10/2014 09:00	2.5	-162.998	0	77.8	14.72	89.82	0.59
15/10/2014 10:00	2.541666667	-162.805	0	125.1	16.48	81.56	1.73
15/10/2014 11:00	2.583333333	-162.737	0	176.1	17.35	78.61	1.53
15/10/2014 12:00	2.625	-162.734	0	354.1	19.56	65.54	1.69
15/10/2014 13:00	2.666666667	-161.602	0	198.6	19.8	63.46	1.55
15/10/2014 14:00	2.708333333	-160.782	0	32.1	16.94	76.48	1.12
15/10/2014 15:00	2.75	-161.184	0.13	-29	15.69	83.54	0.79
15/10/2014 16:00	2.791666667	-161.503	0.24	-24.7	14.66	91.44	0.86
15/10/2014 17:00	2.833333333	-161.122	0.45	-13.5	13.49	99.96	0.02
15/10/2014 18:00	2.875	-161.156	0.07	-16.1	13.24	100	1.05
15/10/2014 19:00	2.916666667	-161.049	0	-22.8	12.98	100	1.09
15/10/2014 20:00	2.958333333	-161.254	0	-13.7	12.93	100	0.59
15/10/2014 21:00	3	-161.396	0	-12.6	13.5	100	0.41
15/10/2014 22:00	3.041666667	-161.687	0.04	-21.7	13.53	100	0.66
15/10/2014 23:00	3.083333333	-161.693	0.13	-5.7	14.07	100	0.98
16/10/2014 00:00	3.125	-161.408	0	-6.1	14.07	100	0.82
16/10/2014 01:00	3.166666667	-161.089	0	-26.6	13.91	100	1
16/10/2014 02:00	3.208333333	-160.868	2.47	-3.6	14.03	100	1.03
16/10/2014 03:00	3.25	-161.245	0.6	-3.2	14.17	100	1.09
16/10/2014 04:00	3.291666667	-157.748	0.1	-2	14.38	100	1.28
16/10/2014 05:00	3.333333333	-155.083	0	-10.9	14.4	100	1.19
16/10/2014 06:00	3.375	-152.983	0	-8.5	14.55	100	1.37
16/10/2014 07:00	3.416666667	-152.523	0	2.6	14.84	100	1.72
16/10/2014 08:00	3.458333333	-151.682	0	10.6	15.27	100	1.58
16/10/2014 09:00	3.5	-151.442	0	145.6	17.3	91.05	2.55
16/10/2014 10:00	3.541666667	-151.015	0	221.1	18.72	83.47	2.72
16/10/2014 11:00	3.583333333	-150.497	0	272.4	19.31	80.08	2.29
16/10/2014 12:00	3.625	-150.162	0	208.4	19.68	77.66	2.74
16/10/2014 13:00	3.666666667	-150.533	0	136	18.93	78.2	2.85
16/10/2014 14:00	3.708333333	-151.067	0	51.2	18.03	85.85	1.62
16/10/2014 15:00	3.75	-151.338	0	16	18.57	82.79	1.71
16/10/2014 16:00	3.791666667	-150.659	0	-15.1	17.68	86.88	0.96
16/10/2014 17:00	3.833333333	-150.143	0	-37.4	14.4	98.63	0.73
16/10/2014 18:00	3.875	-150.724	0	-22.7	13.59	100	0.02
16/10/2014 19:00	3.916666667	-151.153	0	-26.6	13.22	100	0.1
16/10/2014 20:00	3.958333333	-151.691	0	-13.9	13.91	100	0.48
16/10/2014 21:00	4	-151.534	0	-24.3	13.91	100	0.14
16/10/2014 22:00	4.041666667	-151.875	0	-14.1	14.14	100	0.42
16/10/2014 23:00	4.083333333	-152.041	0	-7.9	14.41	100	0.59
17/10/2014 00:00	4.125	-152.05	0	-8	14.56	100	0.12
17/10/2014 01:00	4.166666667	-152.05	0	-11.2	14.44	100	0.68
17/10/2014 02:00	4.208333333	-152.096	0	-14.8	14.64	100	0.76
17/10/2014 03:00	4.25	-152.67	0	-16	14.63	100	0.94
17/10/2014 04:00	4.291666667	-152.931	0	-10.3	14.17	100	0.54
17/10/2014 05:00	4.333333333	-152.633	0	-28.3	14.11	100	0.56
17/10/2014 06:00	4.375	-153.094	0	-11.9	14.59	100	1.2
17/10/2014 07:00	4.416666667	-154.217	0	-4.3	13.92	100	1.18
17/10/2014 08:00	4.458333333	-154.785	0	48.1	15.39	99.53	1.02
17/10/2014 09:00	4.5	-155.191	0	58.7	16.08	96.41	2.05
17/10/2014 10:00	4.541666667	-155.452	0	126.5	17.15	91.85	1.44
17/10/2014 11:00	4.583333333	-155.528	0	184.7	18.72	82.39	2.15
17/10/2014 12:00	4.625	-155.495	0	153.8	19.36	78.5	1.8
17/10/2014 13:00	4.666666667	-154.442	0	156.4	20.73	72.66	1.93
17/10/2014 14:00	4.708333333	-155.092	0	100.6	19.25	80.35	1.68
17/10/2014 15:00	4.75	-154.746	0	38.1	18.64	81.15	1.64
17/10/2014 16:00	4.791666667	-154.015	0	3.9	18.06	86.04	1.37
17/10/2014 17:00	4.833333333	-154.316	0	-9.4	17.13	91.24	0.56
17/10/2014 18:00	4.875	-154.417	0	-40.7	15.39	97.5	0.73
17/10/2014 19:00	4.916666667	-154.635	0	-21.4	13.76	100	0.5
17/10/2014 20:00	4.958333333	-154.887	0	-42.1	14.1	100	0.56
17/10/2014 21:00	5	-155.185	0	-41	13.97	100	1.04
17/10/2014 22:00	5.041666667	-155.375	0	-38.6	13.95	100	0.74
17/10/2014 23:00	5.083333333	-155.338	0	-35.4	13.63	100	0.87
18/10/2014 00:00	5.125	-155.427	0	-38.4	13.59	100	1.18
18/10/2014 01:00	5.166666667	-155.323	0	-24.9	13.98	100	1.22
18/10/2014 02:00	5.208333333	-155.667	0	-15.2	13.95	100	1.15
18/10/2014 03:00	5.25	-155.455	0	-23.6	14.57	99.9	0.95
18/10/2014 04:00	5.291666667	-155.608	0	-9.8	14.6	99.6	0.82
18/10/2014 05:00	5.333333333	-155.691	0	-7.7	15.38	96.65	1.08
18/10/2014 06:00	5.375	-155.722	0	-18.6	15.04	97.18	1.08
18/10/2014 07:00	5.416666667	-155.541	0	12.6	15.99	94.39	1.15
18/10/2014 08:00	5.458333333	-155.955	0	58.6	18.99	84.53	0.63
18/10/2014 09:00	5.5	-156.468	0	195.2	20.99	77.77	1.93
18/10/2014 10:00	5.541666667	-156.594	0	237.6	22.76	71.81	2.08
18/10/2014 11:00	5.583333333	-155.9	0	243	23.87	68.49	2.07
18/10/2014 12:00	5.625	-156.554	0	236.4	24.61	66.35	2.6
18/10/2014 13:00	5.666666667	-155.722	0	223.7	25.67	63.67	2.99
18/10/2014 14:00	5.708333333	-156.661	0	157.1	26.26	62.92	2.52
18/10/2014 15:00	5.75	-156.275	0	76.3	26.13	61.79	2.52
18/10/2014 16:00	5.791666667	-155.532	0	-16.5	24.06	69.38	2.24
18/10/2014 17:00	5.833333333	-154.718	0	-35.5	20.93	82.1	1.46
18/10/2014 18:00	5.875	-154.721	0	-34.7	19.57	89.07	1.08
18/10/2014 19:00	5.916666667	-154.733	0	-35.6	19.2	90.82	0.99
18/10/2014 20:00	5.958333333	-155.544	0	-32.3	18.57	94.3	1.14
18/10/2014 21:00	6	-155.083	0	-31.7	18.06	95.66	1.08
18/10/2014 22:00	6.041666667	-155.314	0	-29.5	16.19	100	0.71
18/10/2014 23:00	6.083333333	-155.436	0	-29.3	15.61	100	0.2
19/10/2014 00:00	6.125	-155.056	0	-29.1	14.71	100	0.14
19/10/2014 01:00	6.166666667	-155.541	0	-29.4	15.48	100	0.43
19/10/2014 02:00	6.208333333	-155.163	0	-29.3	14.58	100	0.15
19/10/2014 03:00	6.25	-155.151	0	-28	14.21	100	0.35
19/10/2014 04:00	6.291666667	-155.096	0	-30.5	14.28	100	0.28
19/10/2014 05:00	6.333333333	-155.323	0	-34.8	15.53	100	1.45
19/10/2014 06:00	6.375	-155.059	0	-31.7	14.78	100	1.2
19/10/2014 07:00	6.416666667	-155.357	0	3.4	15.93	100	1.14
19/10/2014 08:00	6.458333333	-156.038	0	70.5	18.98	87.86	1.91
19/10/2014 09:00	6.5	-156.222	0	117	20.75	81.72	2.79
19/10/2014 10:00	6.541666667	-156.858	0	235.6	22.31	76.03	2.44
19/10/2014 11:00	6.583333333	-157.057	0	249.2	23.4	71	2.62
19/10/2014 12:00	6.625	-156.855	0	272.9	24.6	68.09	2.72
19/10/2014 13:00	6.666666667	-155.885	0	57.8	22.55	74.64	2.06
19/10/2014 14:00	6.708333333	-155.676	0	158.1	23.34	73	2.28
19/10/2014 15:00	6.75	-156.615	0	28.1	21.28	79.65	3.71
19/10/2014 16:00	6.791666667	-156.437	0	22.5	19.98	83.73	3.13
19/10/2014 17:00	6.833333333	-155.753	0	-47.6	18.58	76.16	2.48
19/10/2014 18:00	6.875	-156.213	0	-48.6	17.16	86.31	2.27
19/10/2014 19:00	6.916666667	-156.342	0	-45.8	16.47	89.07	1.99
19/10/2014 20:00	6.958333333	-156.449	0	-43.1	16.25	90.24	1.95
19/10/2014 21:00	7	-156.907	0	-44.3	16.11	92.21	1.82
19/10/2014 22:00	7.041666667	-156.775	0	-27.1	16.1	92.71	2
19/10/2014 23:00	7.083333333	-156.941	0	-38	15.77	93.88	1.6
20/10/2014 00:00	7.125	-156.618	0	-50	14.49	98.27	1.46
20/10/2014 01:00	7.166666667	-156.941	0	-54.2	14.42	97.91	1.7
20/10/2014 02:00	7.208333333	-156.913	0	-55.4	14.08	99.18	2.14
20/10/2014 03:00	7.25	-156.901	0	-49	12.97	99.98	1.19
20/10/2014 04:00	7.291666667	-156.882	0	-43	12.76	100	1.23
20/10/2014 05:00	7.333333333	-157.232	0	-38.3	13.01	100	1.66
20/10/2014 06:00	7.375	-157.288	0	-42.7	13.43	99.31	1.38
20/10/2014 07:00	7.416666667	-157.3	0	-3.4	13.8	99.43	1.62
20/10/2014 08:00	7.458333333	-157.549	0	58.1	15.08	94.1	2.22
20/10/2014 09:00	7.5	-157.923	0	91.3	15.71	91.87	1.44
20/10/2014 10:00	7.541666667	-158.153	0	80.2	15.97	88.81	3.01
20/10/2014 11:00	7.583333333	-158.405	0	249.9	18.07	79.45	3.23
20/10/2014 12:00	7.625	-158.031	0	203.1	18.37	75.15	3.21
20/10/2014 13:00	7.666666667	-157.466	0	40.8	17.69	76.43	2.5
20/10/2014 14:00	7.708333333	-157.352	0.15	162.3	19.1	73.82	3.03
20/10/2014 15:00	7.75	-157.042	0	-42.5	16.66	85.53	1.79
20/10/2014 16:00	7.791666667	-156.465	0	-12.9	17.23	81.93	1.79
20/10/2014 17:00	7.833333333	-156.259	0	-46.4	14.82	91.02	1.05
20/10/2014 18:00	7.875	-156.25	0	-35.5	13.2	97.32	1.08
20/10/2014 19:00	7.916666667	-156.646	0	-47.2	12.95	93.19	0.95
20/10/2014 20:00	7.958333333	-156.566	0	-45.8	11.27	100	1.09
20/10/2014 21:00	8	-156.671	0	-48.1	11.72	100	1.24
20/10/2014 22:00	8.041666667	-156.898	0	-46	11.22	100	1.16
20/10/2014 23:00	8.083333333	-156.588	0	-44.6	11.41	100	1.37
21/10/2014 00:00	8.125	-156.901	0	-46.9	11.51	100	1.37
21/10/2014 01:00	8.166666667	-156.809	0.05	-9.6	12.55	98.24	1.39
21/10/2014 02:00	8.208333333	-156.876	0	-8.1	12.85	99.12	1.74
21/10/2014 03:00	8.25	-156.548	0	-13.2	13.14	96.6	2.38
21/10/2014 04:00	8.291666667	-156.41	0	-20.6	13	96.18	1.82
21/10/2014 05:00	8.333333333	-156.091	0	-36.3	12.83	94.05	2.8
21/10/2014 06:00	8.375	-156.1	0.36	-9.5	13.23	92.33	2.72
21/10/2014 07:00	8.416666667	-155.753	0	-26.7	13.01	95.61	3.09
21/10/2014 08:00	8.458333333	-155.602	0.12	-9.6	13.26	94.29	3.47
21/10/2014 09:00	8.5	-155.661	0.05	-20.5	13.43	93.86	3.53
21/10/2014 10:00	8.541666667	-155.111	0.95	9.7	13.81	95.48	3.55
21/10/2014 11:00	8.583333333	-154.942	2.49	-1.2	14.24	95.58	4.21
21/10/2014 12:00	8.625	-155.037	2.8	-7.1	14.02	99.76	3.59
21/10/2014 13:00	8.666666667	-155.126	0.73	5.9	12.48	97.09	4.2
21/10/2014 14:00	8.708333333	-155.016	0.13	-48.8	12.31	81.11	7.03
21/10/2014 15:00	8.75	-154.798	0	-0.9	12.39	77.73	5.3
21/10/2014 16:00	8.791666667	-154.408	2.34	-29.9	11.11	75.32	4.08
21/10/2014 17:00	8.833333333	-154.635	0.78	-58.9	9.52	90.83	4.45
21/10/2014 18:00	8.875	-154.724	0.06	-47.7	9.46	89.35	3.29
21/10/2014 19:00	8.916666667	-154.663	0	-68	10.82	80.65	5.03
21/10/2014 20:00	8.958333333	-154.715	0	-57.6	11.01	74.22	5.29
21/10/2014 21:00	9	-154.377	0	-53.1	10.74	75.23	5.06
21/10/2014 22:00	9.041666667	-154.073	0	-57.5	10.66	72.65	4.67
21/10/2014 23:00	9.083333333	-154.26	0	-58.3	9.96	75.48	3.99
22/10/2014 00:00	9.125	-154.371	0	-52.5	9.86	78.57	4.4
22/10/2014 01:00	9.166666667	-154.055	0	-59.3	9.56	77.48	3.77
22/10/2014 02:00	9.208333333	-153.953	0	-52.7	9.42	77.24	3.23
22/10/2014 03:00	9.25	-153.708	0	-59.1	9.45	76.13	3.94
22/10/2014 04:00	9.291666667	-153.981	0	-60.5	9.35	76.8	4.59
22/10/2014 05:00	9.333333333	-153.904	0	-59.1	9.33	76.27	3.76
22/10/2014 06:00	9.375	-153.953	0	-58.9	9.16	77.9	2.95
22/10/2014 07:00	9.416666667	-153.993	0	-39.5	9.2	81.43	3.08
22/10/2014 08:00	9.458333333	-154.273	0	23.7	11.06	78.23	2.7
22/10/2014 09:00	9.5	-154.592	0	102	12.47	74.98	4.12
22/10/2014 10:00	9.541666667	-154.865	0	88.6	12.84	71.75	5.59
22/10/2014 11:00	9.583333333	-154.77	0	204.8	13.59	68.96	6.2
22/10/2014 12:00	9.625	-154.957	0	-21.7	12.67	73.24	4.73
22/10/2014 13:00	9.666666667	-154.368	0	102.2	13.8	67.71	5.01
22/10/2014 14:00	9.708333333	-154.749	0	-22.9	12.87	71.12	4.34
22/10/2014 15:00	9.75	-154.617	0	33.7	13.32	70.13	4.11
22/10/2014 16:00	9.791666667	-154.405	0	-34.6	12.94	71.18	3.75
22/10/2014 17:00	9.833333333	-153.647	0	-30	11.61	79.46	1.98
22/10/2014 18:00	9.875	-154.242	0	-34.9	9.82	88.24	1.29
22/10/2014 19:00	9.916666667	-154.423	0	-22.9	8.53	96.42	0.86
22/10/2014 20:00	9.958333333	-154.699	0	-28.4	9.73	92	0.67
22/10/2014 21:00	10	-155.129	0	-42.2	7.55	99.32	0.1
22/10/2014 22:00	10.04166667	-155.096	0	-6.4	8.48	100	0.08
22/10/2014 23:00	10.08333333	-155.074	0	-31.5	8.6	100	0.56
23/10/2014 00:00	10.125	-155.314	0	-35.5	8.52	100	0.33
23/10/2014 01:00	10.16666667	-155.105	0	-5.1	7.93	100	0.25
23/10/2014 02:00	10.20833333	-155.424	0	-34.5	9.27	98.95	1.02
23/10/2014 03:00	10.25	-154.789	0	-34.7	8.35	98.62	0.34
23/10/2014 04:00	10.29166667	-154.733	0	-37.6	8.45	99.2	0.21
23/10/2014 05:00	10.33333333	-154.402	0	-21.9	8.98	99.89	1.18
23/10/2014 06:00	10.375	-154.77	0	-17.6	9.08	100	0.83
23/10/2014 07:00	10.41666667	-154.948	0	-16.1	9.66	100	0.85
23/10/2014 08:00	10.45833333	-155.363	0	14.2	10.98	98.78	0.99
23/10/2014 09:00	10.5	-155.191	0	60.8	12.5	93.72	1.72
23/10/2014 10:00	10.54166667	-155.2	0	141.6	14.1	87.27	2.09
23/10/2014 11:00	10.58333333	-155.034	0	80.7	13.89	90.27	1.91
23/10/2014 12:00	10.625	-154.813	0	91.1	14.36	88.45	1.85
23/10/2014 13:00	10.66666667	-154.709	0	79.2	14.54	87.96	2.54
23/10/2014 14:00	10.70833333	-155.191	0	44.2	14.38	87.68	1.76
23/10/2014 15:00	10.75	-154.988	0	23.3	14.62	86.4	1.53
23/10/2014 16:00	10.79166667	-154.423	0	11.3	14.51	85.26	1.92
23/10/2014 17:00	10.83333333	-154.337	0	-10.1	13.78	86.96	1.12
23/10/2014 18:00	10.875	-154.546	0	-9.9	13.73	86.4	1.3
23/10/2014 19:00	10.91666667	-154.733	0	-12.1	13.37	86.66	1.58
23/10/2014 20:00	10.95833333	-154.678	0	-10.7	13.18	84.03	1.88
23/10/2014 21:00	11	-154.73	0	-10	13.02	78.39	2.19
23/10/2014 22:00	11.04166667	-154.641	0	-8.3	12.79	79.44	1.64
23/10/2014 23:00	11.08333333	-154.58	0	-7.2	12.23	84.56	1.15
24/10/2014 00:00	11.125	-154.743	0	-6.8	12.44	82.59	1.73
24/10/2014 01:00	11.16666667	-154.522	0	-6.8	12.47	79.09	1.56
24/10/2014 02:00	11.20833333	-154.675	0	-7	12.4	79.22	1.38
24/10/2014 03:00	11.25	-154.472	0	-13.5	12.34	81.17	1.86
24/10/2014 04:00	11.29166667	-154.359	0	-5.2	12.27	82.52	1.68
24/10/2014 05:00	11.33333333	-154.279	0	-15.9	12.33	84.67	2.13
24/10/2014 06:00	11.375	-154.11	0	-27.1	12.14	87.84	1.89
24/10/2014 07:00	11.41666667	-154.082	0.23	-16.6	12.04	89.37	1.86
24/10/2014 08:00	11.45833333	-154.432	0.41	-11.1	12.06	93.29	1.77
24/10/2014 09:00	11.5	-154.663	0	15.9	12.38	95.97	1.66
24/10/2014 10:00	11.54166667	-155.062	0	73.2	13.52	89.47	2.76
24/10/2014 11:00	11.58333333	-154.872	0	127.3	14.89	85.54	1.87
24/10/2014 12:00	11.625	-154.601	0	63.3	14.7	85.57	2.38
24/10/2014 13:00	11.66666667	-154.126	0	22.1	14.35	87.31	2.77
24/10/2014 14:00	11.70833333	-154.285	0.19	-6.6	14.04	90.96	2.54
24/10/2014 15:00	11.75	-154.175	0	12.4	13.34	98.28	1.56
24/10/2014 16:00	11.79166667	-154.113	0	-11.1	12.89	98.91	1.85
24/10/2014 17:00	11.83333333	-154.267	0	-16.7	12.82	97.57	1.98
24/10/2014 18:00	11.875	-154.497	0	-19	12.58	97.83	2.29
24/10/2014 19:00	11.91666667	-154.159	0.22	-19.7	12.57	96.63	2.69
24/10/2014 20:00	11.95833333	-154.039	0.68	-13.3	12.16	99.98	2.66
24/10/2014 21:00	12	-154.3	0.62	-9.3	12.19	100	2.26
24/10/2014 22:00	12.04166667	-154.113	0.4	-8	12.28	100	1.88
24/10/2014 23:00	12.08333333	-154.257	0.66	-8.2	12.41	100	1.86
25/10/2014 00:00	12.125	-154.313	0	-7.6	12.5	100	1.79
25/10/2014 01:00	12.16666667	-153.975	0	-7.3	12.63	100	1.65
25/10/2014 02:00	12.20833333	-153.966	0	-6.6	12.68	100	1.3
25/10/2014 03:00	12.25	-153.643	0	-6.6	12.75	100	1.45
25/10/2014 04:00	12.29166667	-153.616	0	-7.7	12.82	100	1.46
25/10/2014 05:00	12.33333333	-153.837	0	-5.5	12.95	100	1.34
25/10/2014 06:00	12.375	-153.683	0	-4.2	12.95	100	1.22
25/10/2014 07:00	12.41666667	-153.932	0	3.8	13.09	100	1.44
25/10/2014 08:00	12.45833333	-154.003	0	18.9	13.37	100	1.48
25/10/2014 09:00	12.5	-154.282	0	10.4	13.71	100	1.13
25/10/2014 10:00	12.54166667	-154.233	0	41.6	14.2	99.46	1.62
25/10/2014 11:00	12.58333333	-153.788	0	84.6	15.05	97.58	1.46
25/10/2014 12:00	12.625	-153.745	0	202.6	16.64	89.81	2.06
25/10/2014 13:00	12.66666667	-153.235	0	50.7	15.5	77.9	2.73
25/10/2014 14:00	12.70833333	-153.88	0	111.2	16.06	72.89	2
25/10/2014 15:00	12.75	-152.287	0	30.5	15.22	69.39	2.76
25/10/2014 16:00	12.79166667	-152.621	0	-0.4	14.71	75.82	0.62
25/10/2014 17:00	12.83333333	-152.836	0	-11.3	12.95	91.21	0.34
25/10/2014 18:00	12.875	-152.959	0	-12.5	12.33	97.61	0.02
25/10/2014 19:00	12.91666667	-153.02	0	-11.2	12.2	99.16	0.22
25/10/2014 20:00	12.95833333	-152.867	0	-10.6	12.02	99.84	0.13
25/10/2014 21:00	13	-153.447	0	-8.6	11.91	99.97	0.98
25/10/2014 22:00	13.04166667	-153.389	0	-8	11.83	100	0.34
25/10/2014 23:00	13.08333333	-153.428	0	-9.5	11.84	100	0.51
26/10/2014 00:00	13.125	-153.266	0	-10.7	12.23	94.66	0.89
26/10/2014 01:00	13.16666667	-153.441	0	-8.2	12.11	95.42	0.88
26/10/2014 02:00	13.20833333	-153.33	0	-8.1	12.44	94.38	1.09
26/10/2014 03:00	13.25	-153.637	0	-7.8	12.27	96.83	0.25
26/10/2014 04:00	13.29166667	-153.275	0	-7.4	12.11	99.3	0.62
26/10/2014 05:00	13.33333333	-153.275	0	-9.7	12.52	96.09	1.58
26/10/2014 06:00	13.375	-153.487	0	-15.3	12.58	94.7	0.96
26/10/2014 07:00	13.41666667	-153.379	0	-2.8	11.95	99.61	0.75
26/10/2014 08:00	13.45833333	-153.981	0	5.9	12.98	95.29	1.34
26/10/2014 09:00	13.5	-154.42	0	96.3	14.59	91.09	1.45
26/10/2014 10:00	13.54166667	-154.442	0	114.5	15.45	88.78	2.06
26/10/2014 11:00	13.58333333	-154.782	0	89.6	16.36	86.5	2.28
26/10/2014 12:00	13.625	-154.064	0	83.6	16.85	83.88	2.18
26/10/2014 13:00	13.66666667	-153.573	0	144.1	17.48	80.61	2.12
26/10/2014 14:00	13.70833333	-153.849	0	104.1	17.79	78.89	1.98
26/10/2014 15:00	13.75	-153.683	0	64.8	17.46	79.34	2.07
26/10/2014 16:00	13.79166667	-153.094	0	-22.7	15.84	86.99	1.77
26/10/2014 17:00	13.83333333	-153.088	0	-40.1	12.91	97.95	0.08
26/10/2014 18:00	13.875	-153.699	0	-7.6	12.92	100	0.1
26/10/2014 19:00	13.91666667	-153.963	0	-40.4	12.78	100	0.39
26/10/2014 20:00	13.95833333	-154.518	0	-26.4	10.97	100	0.02
26/10/2014 21:00	14	-154.429	0	-18.2	11.41	100	0.16
26/10/2014 22:00	14.04166667	-154.442	0	-15.4	11.81	100	0.72
26/10/2014 23:00	14.08333333	-154.23	0	-16	11.63	100	0.06
27/10/2014 00:00	14.125	-154.328	0	-20.5	11.53	100	0.49
27/10/2014 01:00	14.16666667	-154.159	0	-30.8	11.05	100	0.49
27/10/2014 02:00	14.20833333	-153.809	0	-29.9	10.11	100	0.27
27/10/2014 03:00	14.25	-153.929	0	-19.4	10.25	100	0.03
27/10/2014 04:00	14.29166667	-153.972	0	-13.5	10.06	100	0.03
27/10/2014 05:00	14.33333333	-153.8	0	-17.5	10.45	100	0.57
27/10/2014 06:00	14.375	-153.966	0	-21.4	9.87	100	0.1
27/10/2014 07:00	14.41666667	-154.021	0	-9.1	10.17	100	0.24
27/10/2014 08:00	14.45833333	-154.982	0	40.5	11.62	100	0.2
27/10/2014 09:00	14.5	-155.366	0	143.1	14.42	100	0.89
27/10/2014 10:00	14.54166667	-155.2	0	108.2	16.33	87.62	1.38
27/10/2014 11:00	14.58333333	-154.721	0	204.1	18.79	76.51	1.18
27/10/2014 12:00	14.625	-154.251	0	164.2	18.86	73.06	1.88
27/10/2014 13:00	14.66666667	-153.177	0	89	18.9	71.34	2.35
27/10/2014 14:00	14.70833333	-154.012	0	134	20.01	65.61	2
27/10/2014 15:00	14.75	-153.389	0	31.2	19.53	66.53	1.8
